Country,HS4,Section,Trade Value
Afghanistan,Grapes,Vegetable Products,236665308.75958857
Afghanistan,Insect Resins,Vegetable Products,103650257.0
Afghanistan,Gold,Precious Metals,93913530.0
Afghanistan,Coal Briquettes,Mineral Products,86981899.1690734
Afghanistan,Tropical Fruits,Vegetable Products,82947259.9242694
Albania,Leather Footwear,Footwear and Headwear,357635061.2391215
Albania,Footwear Parts,Footwear and Headwear,229493825.22329575
Albania,Crude Petroleum,Mineral Products,185357582.67064098
Albania,Non-Knit Men's Suits,Textiles,122942236.19324216
Albania,Ferroalloys,Metals,117366153.0653474
Algeria,Crude Petroleum,Mineral Products,15946854475.276674
Algeria,Petroleum Gas,Mineral Products,12792905038.055038
Algeria,Refined Petroleum,Mineral Products,7047113883.458322
Algeria,Nitrogenous Fertilizers,Chemical Products,808823193.997042
Algeria,Ammonia,Chemical Products,456334413.7686991
American Samoa,Petroleum Gas,Mineral Products,26593054.0
American Samoa,Animal Meal and Pellets,Foodstuffs,12074813.0
American Samoa,Delivery Trucks,Transportation,11993199.0
American Samoa,Non-fillet Frozen Fish,Animal Products,7367220.0
American Samoa,Refined Petroleum,Mineral Products,1484387.0000000002
Andorra,Integrated Circuits,Machines,23660033.73313759
Andorra,Cars,Transportation,16410312.278629927
Andorra,Essential Oils,Chemical Products,14276071.0
Andorra,Orthopedic Appliances,Instruments,12098795.840201031
Andorra,Gold,Precious Metals,3847786.398276888
Angola,Crude Petroleum,Mineral Products,35462699963.7722
Angola,Diamonds,Precious Metals,2490501029.0000005
Angola,Petroleum Gas,Mineral Products,1651455362.2978191
Angola,Refined Petroleum,Mineral Products,513773127.68510425
Angola,Coal Tar Oil,Mineral Products,146442793.0
Anguilla,Hard Liquor,Foodstuffs,2400980.0
Anguilla,Packaged Medicaments,Chemical Products,2268441.0
Anguilla,Manganese Ore,Mineral Products,1641008.65809629
Anguilla,Insulated Wire,Machines,905876.442349789
Anguilla,Other Iron Products,Metals,723337.7289389279
Antigua and Barbuda,Passenger and Cargo Ships,Transportation,124573504.0
Antigua and Barbuda,Refined Petroleum,Mineral Products,13722884.247467708
Antigua and Barbuda,Precious Metal Scraps,Precious Metals,8669839.520721203
Antigua and Barbuda,Corn,Vegetable Products,6298821.230906326
Antigua and Barbuda,Other Furniture,Miscellaneous,4922194.104668167
Argentina,Soybean Meal,Foodstuffs,9201733272.411615
Argentina,Corn,Vegetable Products,4437875416.892586
Argentina,Delivery Trucks,Transportation,3935824720.071939
Argentina,Soybean Oil,Animal and Vegetable Bi-Products,2946881443.972364
Argentina,Wheat,Vegetable Products,2491319852.873604
Armenia,Copper Ore,Mineral Products,692694098.6864151
Armenia,Gold,Precious Metals,344162961.3427736
Armenia,Rolled Tobacco,Foodstuffs,265649563.2528126
Armenia,Ferroalloys,Metals,196223064.74948326
Armenia,Hard Liquor,Foodstuffs,194781021.64158642
Aruba,"Planes, Helicopters, and/or Spacecraft",Transportation,89983124.00000001
Aruba,Crude Petroleum,Mineral Products,29039026.351197
Aruba,Petroleum Gas,Mineral Products,15316309.317737829
Aruba,Gas Turbines,Machines,14385527.0
Aruba,Hard Liquor,Foodstuffs,10632508.0
Australia,Coal Briquettes,Mineral Products,57238386292.30194
Australia,Iron Ore,Mineral Products,48090397971.91548
Australia,Petroleum Gas,Mineral Products,17620940939.056004
Australia,Gold,Precious Metals,16091017365.014046
Australia,Aluminium Oxide,Chemical Products,6662192316.878483
Austria,Cars,Transportation,7953373498.895601
Austria,Packaged Medicaments,Chemical Products,5982446470.821409
Austria,Vehicle Parts,Transportation,5531055482.257636
Austria,"Blood, antisera, vaccines, toxins and cultures",Chemical Products,3916754585.435663
Austria,Flavored Water,Foodstuffs,2675549463.578683
Azerbaijan,Crude Petroleum,Mineral Products,16072804545.12484
Azerbaijan,Petroleum Gas,Mineral Products,1520413683.913474
Azerbaijan,Refined Petroleum,Mineral Products,523833554.21293956
Azerbaijan,Tomatoes,Vegetable Products,177345996.24891058
Azerbaijan,Gold,Precious Metals,150908314.19236898
Bahamas,Passenger and Cargo Ships,Transportation,349115931.0
Bahamas,Refined Petroleum,Mineral Products,346585562.3704148
Bahamas,Nitrogen Heterocyclic Compounds,Chemical Products,87534206.0
Bahamas,Crustaceans,Animal Products,83735253.65160973
Bahamas,Styrene Polymers,Plastics and Rubbers,76703152.22430308
Bahrain,Refined Petroleum,Mineral Products,3202358783.061685
Bahrain,Raw Aluminium,Metals,1515465245.3779347
Bahrain,Iron Ore,Mineral Products,981283216.7243627
Bahrain,Aluminium Wire,Metals,742833520.1553074
Bahrain,Crude Petroleum,Mineral Products,498517345.9499504
Bangladesh,Non-Knit Men's Suits,Textiles,6889479489.0
Bangladesh,Knit T-shirts,Textiles,6764437886.0
Bangladesh,Knit Sweaters,Textiles,5447800716.0
Bangladesh,Non-Knit Women's Suits,Textiles,4909789887.0
Bangladesh,Non-Knit Men's Shirts,Textiles,2441875065.0
Barbados,Hard Liquor,Foodstuffs,54566129.57930973
Barbados,Packaged Medicaments,Chemical Products,21602923.920756098
Barbados,Gold,Precious Metals,21543960.197828393
Barbados,Passenger and Cargo Ships,Transportation,20564302.000000004
Barbados,Cement,Mineral Products,20474864.310591523
Belarus,Refined Petroleum,Mineral Products,6543281758.469146
Belarus,Potassic Fertilizers,Chemical Products,2751749614.9302235
Belarus,Delivery Trucks,Transportation,1526396693.238706
Belarus,Crude Petroleum,Mineral Products,811657808.927162
Belarus,Cheese,Animal Products,811373844.2484608
Belgium-Luxembourg,Cars,Transportation,29363725022.295578
Belgium-Luxembourg,Refined Petroleum,Mineral Products,27123519169.927673
Belgium-Luxembourg,Packaged Medicaments,Chemical Products,23507389424.673866
Belgium-Luxembourg,Diamonds,Precious Metals,16596208251.53173
Belgium-Luxembourg,"Blood, antisera, vaccines, toxins and cultures",Chemical Products,16188570682.505459
Belize,Raw Sugar,Foodstuffs,59620861.71513395
Belize,Bananas,Vegetable Products,37818671.80646905
Belize,Fruit Juice,Foodstuffs,35955743.84037758
Belize,Non-fillet Frozen Fish,Animal Products,34514010.220533445
Belize,Gold,Precious Metals,23379291.0
Benin,Raw Cotton,Textiles,436547536.7449824
Benin,"Coconuts, Brazil Nuts, and Cashews",Vegetable Products,213995063.67039314
Benin,Gold,Precious Metals,150070817.6987609
Benin,Scrap Copper,Metals,43575576.26568548
Benin,Other Oily Seeds,Vegetable Products,42975354.22573781
Bermuda,Petroleum Gas,Mineral Products,83447975.3435037
Bermuda,Recreational Boats,Transportation,76298087.00000001
Bermuda,Gold,Precious Metals,8327668.0
Bermuda,Hard Liquor,Foodstuffs,4136389.6099040937
Bermuda,"Planes, Helicopters, and/or Spacecraft",Transportation,3277450.0
Bhutan,Ferroalloys,Metals,160762116.9701407
Bhutan,Semi-Finished Iron,Metals,21074428.07053415
Bhutan,Dolomite,Mineral Products,19821552.278560277
Bhutan,Carbides,Chemical Products,14444989.223844219
Bhutan,"Planes, Helicopters, and/or Spacecraft",Transportation,8234195.0
Bolivia,Petroleum Gas,Mineral Products,3040273266.2933393
Bolivia,Zinc Ore,Mineral Products,1608899921.2537572
Bolivia,Gold,Precious Metals,1166152622.5528889
Bolivia,Soybean Meal,Foodstuffs,530785941.3204633
Bolivia,Precious Metal Ore,Mineral Products,525767245.5613975
Bonaire,Crude Petroleum,Mineral Products,33913232.0
Bonaire,Salt,Mineral Products,1868082.9999999998
Bonaire,Orthopedic Appliances,Instruments,563235.0
Bonaire,Surveying Equipment,Instruments,140746.0
Bonaire,Paintings,Arts and Antiques,117764.0
Bosnia and Herzegovina,Electricity,Mineral Products,444585759.40593696
Bosnia and Herzegovina,Seats,Miscellaneous,384608862.2071623
Bosnia and Herzegovina,Raw Aluminium,Metals,274568937.65186304
Bosnia and Herzegovina,Other Furniture,Miscellaneous,211277988.78116837
Bosnia and Herzegovina,Leather Footwear,Footwear and Headwear,210111486.76059756
Brazil,Soybeans,Vegetable Products,33194691036.171696
Brazil,Crude Petroleum,Mineral Products,25179290412.465935
Brazil,Iron Ore,Mineral Products,20472500790.82838
Brazil,Sulfate Chemical Woodpulp,Paper Goods,8261144702.243701
Brazil,Soybean Meal,Foodstuffs,6803739261.323936
British Indian Ocean Territory,Non-fillet Frozen Fish,Animal Products,4201446.0
British Indian Ocean Territory,Petroleum Gas,Mineral Products,969945.0
British Indian Ocean Territory,Packing Bags,Textiles,821666.9999999999
British Indian Ocean Territory,Molluscs,Animal Products,662631.0000000001
British Indian Ocean Territory,Integrated Circuits,Machines,487198.0
British Virgin Islands,Recreational Boats,Transportation,82249394.0
British Virgin Islands,Vehicle Parts,Transportation,19584134.71528859
British Virgin Islands,"Planes, Helicopters, and/or Spacecraft",Transportation,14316857.0
British Virgin Islands,Tug Boats,Transportation,12021000.0
British Virgin Islands,Sculptures,Arts and Antiques,4776762.0
Brunei,Petroleum Gas,Mineral Products,3045481633.816415
Brunei,Crude Petroleum,Mineral Products,2736152013.5759053
Brunei,Acyclic Alcohols,Chemical Products,252986126.68443388
Brunei,Aircraft Parts,Transportation,31914421.21697808
Brunei,Spark-Ignition Engines,Machines,25284575.000000004
Bulgaria,Refined Petroleum,Mineral Products,1921313945.62006
Bulgaria,Refined Copper,Metals,1276958210.578102
Bulgaria,Raw Copper,Metals,1082617531.811287
Bulgaria,Packaged Medicaments,Chemical Products,989417044.1639322
Bulgaria,Wheat,Vegetable Products,885570743.4186367
Burkina Faso,Gold,Precious Metals,4281753771.763591
Burkina Faso,Raw Cotton,Textiles,321088838.81270164
Burkina Faso,"Coconuts, Brazil Nuts, and Cashews",Vegetable Products,219143895.0893336
Burkina Faso,Zinc Ore,Mineral Products,209551314.83288231
Burkina Faso,Raw Zinc,Metals,187576043.0
Burma,Petroleum Gas,Mineral Products,5617357957.35593
Burma,Non-Knit Women's Coats,Textiles,976361598.0565598
Burma,Refined Copper,Metals,893332405.0004517
Burma,Raw Sugar,Foodstuffs,651650872.8225402
Burma,Non-Knit Men's Coats,Textiles,591985957.648224
Burundi,Gold,Precious Metals,112788467.763589
Burundi,Coffee,Vegetable Products,46921168.10688505
Burundi,Tea,Vegetable Products,25747910.10838434
Burundi,"Niobium, Tantalum, Vanadium and Zirconium Ore",Mineral Products,20806044.54206678
Burundi,Wheat Flours,Vegetable Products,9050913.000000002
Cambodia,Knit Sweaters,Textiles,2435369557.0
Cambodia,Knit Women's Suits,Textiles,1753709193.0
