Country,HS4,Section,Trade Value
Afghanistan,Peat,Mineral Products,487493131.1605358
Afghanistan,Wheat Flours,Vegetable Products,476672409.4171815
Afghanistan,Raw Sugar,Foodstuffs,378850867.1707176
Afghanistan,Aircraft Parts,Transportation,372963902.3973996
Afghanistan,Inedible Fats and Oils,Animal and Vegetable Bi-Products,357620163.81204015
Albania,Refined Petroleum,Mineral Products,414817664.63323444
Albania,Cars,Transportation,211021397.2092089
Albania,Packaged Medicaments,Chemical Products,145563763.73274967
Albania,Tanned Equine and Bovine Hides,Animal Hides,109609464.24312866
Albania,Footwear Parts,Footwear and Headwear,100352389.68196318
Algeria,Refined Petroleum,Mineral Products,2066504735.0
Algeria,Wheat,Vegetable Products,1849901816.0
Algeria,Cars,Transportation,1426779125.0
Algeria,Concentrated Milk,Animal Products,1106662407.0
Algeria,Packaged Medicaments,Chemical Products,1089079299.0
American Samoa,Refined Petroleum,Mineral Products,59103885.0
American Samoa,Non-fillet Frozen Fish,Animal Products,31517058.0
American Samoa,Paper Containers,Paper Goods,4448232.0
American Samoa,Cars,Transportation,2659521.0
American Samoa,Sawn Wood,Wood Products,2476624.0
Andorra,Cars,Transportation,150981371.58203503
Andorra,Refined Petroleum,Mineral Products,101920628.93319704
Andorra,Perfumes,Chemical Products,47714706.29656126
Andorra,Shaving Products,Chemical Products,41171620.074539505
Andorra,Hard Liquor,Foodstuffs,38318864.26803535
Angola,Refined Petroleum,Mineral Products,1840189079.1111796
Angola,Special Purpose Ships,Transportation,1694604577.4991887
Angola,Poultry Meat,Animal Products,361536292.279282
Angola,Gas Turbines,Machines,298378619.1704396
Angola,Rice,Vegetable Products,281975013.28707707
Anguilla,Refined Petroleum,Mineral Products,10090238.000000002
Anguilla,Other Furniture,Miscellaneous,5869263.0
Anguilla,Cars,Transportation,3910879.0
Anguilla,Light Fixtures,Miscellaneous,3059425.0
Anguilla,Centrifuges,Machines,2858707.0
Antigua and Barbuda,Refined Petroleum,Mineral Products,242507408.79712993
Antigua and Barbuda,Passenger and Cargo Ships,Transportation,149635612.0
Antigua and Barbuda,Cars,Transportation,30449259.813855764
Antigua and Barbuda,Recreational Boats,Transportation,17802066.13836413
Antigua and Barbuda,Other Furniture,Miscellaneous,12155665.256508498
Argentina,Cars,Transportation,5054941651.278736
Argentina,Refined Petroleum,Mineral Products,2926596932.930744
Argentina,Vehicle Parts,Transportation,2848616625.555067
Argentina,Petroleum Gas,Mineral Products,2398161273.026418
Argentina,Soybeans,Vegetable Products,2357638620.806451
Armenia,Petroleum Gas,Mineral Products,340087867.0029681
Armenia,Refined Petroleum,Mineral Products,226952402.21261257
Armenia,Diamonds,Precious Metals,174965259.1855617
Armenia,Cars,Transportation,174120111.46002635
Armenia,Broadcasting Equipment,Machines,140043033.1102122
Aruba,Refined Petroleum,Mineral Products,155366299.82008603
Aruba,Crude Petroleum,Mineral Products,155308605.0
Aruba,Cars,Transportation,53033105.27511895
Aruba,"Planes, Helicopters, and/or Spacecraft",Transportation,45572595.0
Aruba,Jewellery,Precious Metals,38897712.500888646
Australia,Refined Petroleum,Mineral Products,18476593829.012894
Australia,Cars,Transportation,18059930828.89657
Australia,Crude Petroleum,Mineral Products,9250418146.480835
Australia,Delivery Trucks,Transportation,7292508775.672769
Australia,Broadcasting Equipment,Machines,6510082075.404537
Austria,Cars,Transportation,9791113378.32829
Austria,Vehicle Parts,Transportation,5355323438.749931
Austria,Refined Petroleum,Mineral Products,4409161826.324158
Austria,Crude Petroleum,Mineral Products,4018030957.5034714
Austria,Packaged Medicaments,Chemical Products,3547311572.364699
Azerbaijan,Gold,Precious Metals,1286259881.714058
Azerbaijan,Cars,Transportation,436794858.20369714
Azerbaijan,Iron Pipes,Metals,388250561.67948693
Azerbaijan,Petroleum Gas,Mineral Products,312799807.6159304
Azerbaijan,Gas Turbines,Machines,282312681.41110235
Bahamas,Passenger and Cargo Ships,Transportation,2115858640.0
Bahamas,Refined Petroleum,Mineral Products,2090939943.0
Bahamas,Crude Petroleum,Mineral Products,445226776.0
Bahamas,Cars,Transportation,163215958.0
Bahamas,Coal Tar Oil,Mineral Products,70145468.00000001
Bahrain,Crude Petroleum,Mineral Products,5312316949.635223
Bahrain,Cars,Transportation,1007236221.5380026
Bahrain,Aluminium Oxide,Chemical Products,803274738.417704
Bahrain,Iron Ore,Mineral Products,592412673.7090149
Bahrain,Gas Turbines,Machines,443600800.81514204
Bangladesh,Refined Petroleum,Mineral Products,4140586684.0
Bangladesh,Raw Cotton,Textiles,1930656882.0
Bangladesh,Heavy Pure Woven Cotton,Textiles,1375366812.0
Bangladesh,Light Pure Woven Cotton,Textiles,1110113472.0
Bangladesh,Non-Retail Pure Cotton Yarn,Textiles,1104747616.0
Barbados,Refined Petroleum,Mineral Products,375099302.7730893
Barbados,Gold,Precious Metals,55740745.0
Barbados,Cars,Transportation,47700636.23789016
Barbados,Railway Cargo Containers,Transportation,41168727.512295164
Barbados,Packaged Medicaments,Chemical Products,25851804.358429324
Belarus,Crude Petroleum,Mineral Products,6767907101.5584
Belarus,Petroleum Gas,Mineral Products,2738569228.908733
Belarus,Refined Petroleum,Mineral Products,1367011470.82497
Belarus,Cars,Transportation,744598316.8124255
Belarus,Packaged Medicaments,Chemical Products,450297811.3559611
Belgium-Luxembourg,Cars,Transportation,29449727464.609833
Belgium-Luxembourg,Refined Petroleum,Mineral Products,24001790780.752113
Belgium-Luxembourg,Packaged Medicaments,Chemical Products,16573242553.541336
Belgium-Luxembourg,Diamonds,Precious Metals,16432627823.470537
Belgium-Luxembourg,"Blood, antisera, vaccines, toxins and cultures",Chemical Products,16292527306.162678
Belize,Refined Petroleum,Mineral Products,166854158.5986556
Belize,Rolled Tobacco,Foodstuffs,45731969.732996576
Belize,Petroleum Gas,Mineral Products,22146871.300626297
Belize,Trunks and Cases,Animal Hides,19106976.21155935
Belize,Cars,Transportation,17814771.26286585
Benin,Rice,Vegetable Products,1029925619.1599054
Benin,Palm Oil,Animal and Vegetable Bi-Products,417606218.8845992
Benin,Fake Hair,Footwear and Headwear,363285625.09671867
Benin,Cars,Transportation,273102027.78247344
Benin,Light Pure Woven Cotton,Textiles,181100476.3617715
Bermuda,Passenger and Cargo Ships,Transportation,425647198.532055
Bermuda,Refined Petroleum,Mineral Products,116951780.5963148
Bermuda,Recreational Boats,Transportation,100736066.41278493
Bermuda,Railway Cargo Containers,Transportation,89283489.16742168
Bermuda,Postage Stamps,Paper Goods,68965873.49457894
Bhutan,Refined Petroleum,Mineral Products,118826556.0
Bhutan,Delivery Trucks,Transportation,54649295.0
Bhutan,Iron Reductions,Metals,36112801.0
Bhutan,Cars,Transportation,31164861.0
Bhutan,Light Synthetic Cotton Fabrics,Textiles,21027332.000000004
Bolivia,Refined Petroleum,Mineral Products,508073898.47955453
Bolivia,Cars,Transportation,409958187.8615677
Bolivia,Steam Turbines,Machines,322313443.068427
Bolivia,Delivery Trucks,Transportation,312244402.88499206
Bolivia,Pesticides,Chemical Products,241099605.50562954
Bonaire,Refined Petroleum,Mineral Products,134838511.99999997
Bonaire,Crude Petroleum,Mineral Products,63036775.0
Bonaire,Spices,Vegetable Products,6257063.0
Bonaire,Packaged Medicaments,Chemical Products,5146890.0
Bonaire,Beer,Foodstuffs,4781675.0
Bosnia and Herzegovina,Refined Petroleum,Mineral Products,718860510.127153
Bosnia and Herzegovina,Cars,Transportation,399943341.4964721
Bosnia and Herzegovina,Crude Petroleum,Mineral Products,331565051.5547257
Bosnia and Herzegovina,Packaged Medicaments,Chemical Products,288733429.7811356
Bosnia and Herzegovina,Coal Briquettes,Mineral Products,201366443.94721118
Brazil,Refined Petroleum,Mineral Products,11718560872.109213
Brazil,Vehicle Parts,Transportation,6120812882.924134
Brazil,Crude Petroleum,Mineral Products,4499476875.477477
Brazil,Cars,Transportation,4243398513.954135
Brazil,Integrated Circuits,Machines,4165033299.955782
British Indian Ocean Territory,Other Inedible Animal Products,Animal Products,8794963.0
British Indian Ocean Territory,Rough Wood,Wood Products,6125355.0
British Indian Ocean Territory,Recreational Boats,Transportation,1800000.0
British Indian Ocean Territory,Other Agricultural Machinery,Machines,987064.0
British Indian Ocean Territory,Engine Parts,Machines,700126.0
British Virgin Islands,Recreational Boats,Transportation,371943203.0
British Virgin Islands,Passenger and Cargo Ships,Transportation,127196129.00000001
British Virgin Islands,Refined Petroleum,Mineral Products,103840519.0
British Virgin Islands,"Planes, Helicopters, and/or Spacecraft",Transportation,83600808.0
British Virgin Islands,Cars,Transportation,46031603.0
Brunei,"Planes, Helicopters, and/or Spacecraft",Transportation,444255731.869771
Brunei,Refined Petroleum,Mineral Products,273347142.01834923
Brunei,Iron Structures,Metals,196766434.92888647
Brunei,Cars,Transportation,189632535.88008365
Brunei,Other Heating Machinery,Machines,180181308.9695254
Bulgaria,Copper Ore,Mineral Products,2821679092.54564
Bulgaria,Crude Petroleum,Mineral Products,2645013565.6158175
Bulgaria,Cars,Transportation,1363510552.0329542
Bulgaria,Packaged Medicaments,Chemical Products,1214511536.775023
Bulgaria,Petroleum Gas,Mineral Products,819824708.3184674
Burkina Faso,Refined Petroleum,Mineral Products,713119374.3154901
Burkina Faso,Packaged Medicaments,Chemical Products,122433506.02289435
Burkina Faso,Rice,Vegetable Products,110501930.785728
Burkina Faso,Cement,Mineral Products,95680453.1043652
Burkina Faso,Delivery Trucks,Transportation,83561000.20535819
Burma,Refined Petroleum,Mineral Products,2823201396.571822
Burma,Broadcasting Equipment,Machines,1172571383.9140913
Burma,Heavy Synthetic Cotton Fabrics,Textiles,713980125.8405476
Burma,Palm Oil,Animal and Vegetable Bi-Products,573499218.8416176
Burma,Motorcycles,Transportation,554756471.1625577
Burundi,Refined Petroleum,Mineral Products,139401166.24725428
Burundi,Packaged Medicaments,Chemical Products,36859912.03701827
Burundi,Mixed Mineral or Chemical Fertilizers,Chemical Products,29878479.915044073
Burundi,Raw Sugar,Foodstuffs,25649962.814047918
Burundi,"Blood, antisera, vaccines, toxins and cultures",Chemical Products,22253340.19571406
Cambodia,Gold,Precious Metals,5698557853.0
Cambodia,Light Rubberized Knitted Fabric,Textiles,1961879095.0
Cambodia,Refined Petroleum,Mineral Products,1960468893.0
Cambodia,Cars,Transportation,629016328.0
Cambodia,Flavored Water,Foodstuffs,506735163.0
Cameroon,Rice,Vegetable Products,198572391.0
Cameroon,Refined Petroleum,Mineral Products,190968119.0
Cameroon,Non-fillet Frozen Fish,Animal Products,154931968.0
Cameroon,Packaged Medicaments,Chemical Products,153838138.0
Cameroon,Wheat,Vegetable Products,151146858.0
Canada,Cars,Transportation,29370251574.42556
Canada,Refined Petroleum,Mineral Products,15791066151.621634
Canada,Delivery Trucks,Transportation,13695930032.574
Canada,Crude Petroleum,Mineral Products,12207180692.509901
Canada,Computers,Machines,7863696539.091731
Cape Verde,Refined Petroleum,Mineral Products,75845386.91318536
Cape Verde,Cars,Transportation,24910438.40314977
Cape Verde,Delivery Trucks,Transportation,22454292.322628293
Cape Verde,Non-fillet Frozen Fish,Animal Products,18286423.55891825
Cape Verde,Cement,Mineral Products,17353316.405233376
Cayman Islands,Recreational Boats,Transportation,3171737351.0
Cayman Islands,Passenger and Cargo Ships,Transportation,231888221.0
Cayman Islands,Refined Petroleum,Mineral Products,159886693.0
Cayman Islands,Sulfate Chemical Woodpulp,Paper Goods,117849800.99999999
Cayman Islands,Uncoated Paper,Paper Goods,54668490.0
Central African Republic,Refined Petroleum,Mineral Products,28756224.999999993
Central African Republic,Broadcasting Equipment,Machines,9836160.0
Central African Republic,Packaged Medicaments,Chemical Products,8998573.0
Central African Republic,Other Edible Preparations,Foodstuffs,8053871.0
Central African Republic,Delivery Trucks,Transportation,5845466.0
Chad,Packaged Medicaments,Chemical Products,46772909.0
Chad,Crude Petroleum,Mineral Products,33427917.999999996
Chad,"Industrial Fatty Acids, Oils and Alcohols",Chemical Products,25203445.0
Chad,Other Edible Preparations,Foodstuffs,21209392.0
Chad,Broadcasting Equipment,Machines,18459387.0
Chile,Cars,Transportation,4808288165.972943
Chile,Refined Petroleum,Mineral Products,4677114601.3354645
Chile,Crude Petroleum,Mineral Products,3830025886.4420233
Chile,Delivery Trucks,Transportation,2647304711.509404
Chile,Broadcasting Equipment,Machines,2353989370.0571194
China,Crude Petroleum,Mineral Products,207602976366.2199
China,Integrated Circuits,Machines,132867641175.9178
China,Iron Ore,Mineral Products,59179895621.2804
China,Cars,Transportation,45224733937.60307
China,Petroleum Gas,Mineral Products,44188033712.40475
Chinese Taipei,Integrated Circuits,Machines,40598095091.9916
Chinese Taipei,Crude Petroleum,Mineral Products,20510750004.83384
Chinese Taipei,Refined Petroleum,Mineral Products,12405675731.973427
Chinese Taipei,Petroleum Gas,Mineral Products,7877244978.775926
Chinese Taipei,Coal Briquettes,Mineral Products,6926559497.409085
Christmas Island,Refined Petroleum,Mineral Products,9894430.0
Christmas Island,Cars,Transportation,968719.0
Christmas Island,Iron Structures,Metals,934727.0
Christmas Island,Non-fillet Frozen Fish,Animal Products,803152.0
Christmas Island,Rolled Tobacco,Foodstuffs,567791.0
Cocos (Keeling) Islands,Integrated Circuits,Machines,859556.0
Cocos (Keeling) Islands,Cars,Transportation,492302.0
Cocos (Keeling) Islands,Prefabricated Buildings,Miscellaneous,416477.0
Cocos (Keeling) Islands,Audio Alarms,Machines,284612.0
Cocos (Keeling) Islands,Iron Structures,Metals,245301.0
Colombia,Refined Petroleum,Mineral Products,2939705789.1943445
Colombia,Cars,Transportation,2186077962.994007
Colombia,Broadcasting Equipment,Machines,2037191876.5478394
Colombia,Packaged Medicaments,Chemical Products,1228157455.659849
Colombia,Corn,Vegetable Products,1004276055.7000552
Comoros,Rice,Vegetable Products,23460923.000000004
Comoros,Water,Foodstuffs,18021344.0
Comoros,Poultry Meat,Animal Products,16094750.0
Comoros,Broadcasting Equipment,Machines,11223825.0
Comoros,Other Furniture,Miscellaneous,10459245.0
Cook Islands,Refined Petroleum,Mineral Products,26293576.0
Cook Islands,Recreational Boats,Transportation,7116517.0
Cook Islands,Cars,Transportation,4478101.0
Cook Islands,Electrical Transformers,Machines,2619856.0000000005
Cook Islands,Flavored Water,Foodstuffs,2601396.0
Costa Rica,Refined Petroleum,Mineral Products,1618516893.6748056
Costa Rica,Cars,Transportation,592313947.407401
Costa Rica,Broadcasting Equipment,Machines,522565468.8852021
Costa Rica,Medical Instruments,Instruments,406158828.7311615
Costa Rica,Packaged Medicaments,Chemical Products,355003771.40792614
Cote d'Ivoire,Crude Petroleum,Mineral Products,1299390043.8026848
Cote d'Ivoire,Rice,Vegetable Products,664225904.1295621
Cote d'Ivoire,Non-fillet Frozen Fish,Animal Products,515729946.69288933
Cote d'Ivoire,Refined Petroleum,Mineral Products,481130993.9592868
Cote d'Ivoire,Packaged Medicaments,Chemical Products,267659780.9732636
Croatia,Crude Petroleum,Mineral Products,2302510480.2492294
Croatia,Cars,Transportation,1491010406.5523937
Croatia,Refined Petroleum,Mineral Products,1039740550.2516448
Croatia,Packaged Medicaments,Chemical Products,802158262.5693071
Croatia,Electricity,Mineral Products,637217473.6949811
Cuba,Poultry Meat,Animal Products,253524119.0
Cuba,Wheat,Vegetable Products,159953780.0
Cuba,Corn,Vegetable Products,156281597.0
Cuba,Concentrated Milk,Animal Products,116651532.0
Cuba,Vehicle Parts,Transportation,98984888.0
Curaçao,Crude Petroleum,Mineral Products,659090595.0
Curaçao,Refined Petroleum,Mineral Products,273419515.0
Curaçao,Cars,Transportation,68808450.0
Curaçao,Other Floating Structures,Transportation,33188638.000000004
Curaçao,Packaged Medicaments,Chemical Products,25032580.0
Cyprus,Refined Petroleum,Mineral Products,2241903156.3931236
Cyprus,Passenger and Cargo Ships,Transportation,1667815341.3171701
Cyprus,Recreational Boats,Transportation,620487354.6038264
Cyprus,Cars,Transportation,512936763.9778331
Cyprus,Special Purpose Ships,Transportation,374730302.0
Czechia,Vehicle Parts,Transportation,10194470506.497265
Czechia,Broadcasting Equipment,Machines,8664273650.16303
Czechia,Office Machine Parts,Machines,6927007618.604837
Czechia,Cars,Transportation,4609595282.145162
Czechia,Computers,Machines,4469226365.376154
Democratic Republic of the Congo,Packaged Medicaments,Chemical Products,360178672.0
Democratic Republic of the Congo,Delivery Trucks,Transportation,215057185.0
Democratic Republic of the Congo,Sulfuric Acid,Chemical Products,198908661.0
Democratic Republic of the Congo,Large Construction Vehicles,Machines,138429936.0
Democratic Republic of the Congo,Refined Petroleum,Mineral Products,137522286.0
Denmark,Cars,Transportation,5093141300.057287
Denmark,Refined Petroleum,Mineral Products,4523957273.022751
Denmark,Passenger and Cargo Ships,Transportation,3533484154.9812284
Denmark,Packaged Medicaments,Chemical Products,3324137823.213999
Denmark,Crude Petroleum,Mineral Products,2568249578.803863
Djibouti,Refined Petroleum,Mineral Products,1146463422.0
Djibouti,Palm Oil,Animal and Vegetable Bi-Products,333610674.0
Djibouti,Raw Sugar,Foodstuffs,191355138.0
Djibouti,Coated Flat-Rolled Iron,Metals,147050344.0
Djibouti,Mixed Mineral or Chemical Fertilizers,Chemical Products,110240514.00000001
Dominica,Delivery Trucks,Transportation,31442596.999999996
Dominica,Petroleum Gas,Mineral Products,30516667.0
Dominica,Cars,Transportation,14693144.0
Dominica,Recreational Boats,Transportation,10156672.0
Dominica,Refined Petroleum,Mineral Products,10003990.0
Dominican Republic,Refined Petroleum,Mineral Products,1586872618.0
Dominican Republic,Cars,Transportation,678156614.0
Dominican Republic,Petroleum Gas,Mineral Products,644788520.0
Dominican Republic,Non-Retail Pure Cotton Yarn,Textiles,266939262.0
Dominican Republic,Corn,Vegetable Products,260286891.0
Ecuador,Refined Petroleum,Mineral Products,2893237627.534642
Ecuador,Coal Tar Oil,Mineral Products,1314102768.009857
Ecuador,Cars,Transportation,1154955657.7051408
Ecuador,Packaged Medicaments,Chemical Products,554293844.7565374
Ecuador,Petroleum Gas,Mineral Products,514241372.4341941
Egypt,Wheat,Vegetable Products,4543698894.783739
Egypt,Refined Petroleum,Mineral Products,4436891148.977341
Egypt,Crude Petroleum,Mineral Products,3277425609.841638
Egypt,Semi-Finished Iron,Metals,2681262843.8983507
Egypt,Cars,Transportation,2354293178.9610887
El Salvador,Refined Petroleum,Mineral Products,1083821332.960358
El Salvador,"Planes, Helicopters, and/or Spacecraft",Transportation,285071166.0
El Salvador,Knit T-shirts,Textiles,253408998.7226256
El Salvador,Light Rubberized Knitted Fabric,Textiles,236893718.92589667
El Salvador,Petroleum Gas,Mineral Products,231753939.5068253
Equatorial Guinea,Cars,Transportation,31526607.0
Equatorial Guinea,Beer,Foodstuffs,31162731.0
Equatorial Guinea,Poultry Meat,Animal Products,27306954.0
Equatorial Guinea,Other Furniture,Miscellaneous,21139769.0
Equatorial Guinea,Gas Turbines,Machines,18421414.0
Eritrea,Wheat Flours,Vegetable Products,53483406.0
Eritrea,Raw Sugar,Foodstuffs,16022269.0
Eritrea,Rubber Tires,Plastics and Rubbers,15925600.0
Eritrea,Pasta,Foodstuffs,13773503.0
Eritrea,Refined Petroleum,Mineral Products,8805557.0
Estonia,Refined Petroleum,Mineral Products,1824955173.361708
Estonia,Cars,Transportation,1325988554.7362883
Estonia,Coal Tar Oil,Mineral Products,605871609.0050347
Estonia,Broadcasting Equipment,Machines,440257922.6319712
Estonia,Packaged Medicaments,Chemical Products,401640743.4113333
Ethiopia,"Planes, Helicopters, and/or Spacecraft",Transportation,658968991.0
Ethiopia,Gas Turbines,Machines,417634946.0
Ethiopia,Packaged Medicaments,Chemical Products,319585862.0
Ethiopia,Non-Knit Men's Suits,Textiles,182418741.0
Ethiopia,Wheat,Vegetable Products,165691626.0
Falkland Islands,Refined Petroleum,Mineral Products,25766933.0
Falkland Islands,Fishing Ships,Transportation,25131681.0
Falkland Islands,Electric Generating Sets,Machines,4856848.0
Falkland Islands,Iron Structures,Metals,4813077.0
Falkland Islands,Hot-Rolled Iron,Metals,3350188.0
Fiji,Refined Petroleum,Mineral Products,612007718.3704756
Fiji,Cars,Transportation,84388605.99525547
Fiji,"Planes, Helicopters, and/or Spacecraft",Transportation,74934853.21299924
Fiji,Delivery Trucks,Transportation,68274607.23993945
Fiji,Broadcasting Equipment,Machines,52997086.26743563
Finland,Crude Petroleum,Mineral Products,6334774528.636173
Finland,Cars,Transportation,3417087128.0257773
Finland,Refined Petroleum,Mineral Products,2922872671.7583523
Finland,Vehicle Parts,Transportation,1771552943.8410296
Finland,Broadcasting Equipment,Machines,1653407819.6540775
France,Cars,Transportation,40119345964.30245
France,Crude Petroleum,Mineral Products,23308203533.63646
France,Refined Petroleum,Mineral Products,20401300605.991135
France,Petroleum Gas,Mineral Products,17302986592.54345
France,Vehicle Parts,Transportation,16427524624.458271
French Polynesia,Refined Petroleum,Mineral Products,109456179.00000001
French Polynesia,Cars,Transportation,81496814.0
French Polynesia,Packaged Medicaments,Chemical Products,75660720.0
French Polynesia,Delivery Trucks,Transportation,29541071.0
French Polynesia,Poultry Meat,Animal Products,23549771.0
French South Antarctic Territory,Surveying Equipment,Instruments,2677461.0
French South Antarctic Territory,Dairy Machinery,Machines,1067416.0000000002
French South Antarctic Territory,Rubber Tires,Plastics and Rubbers,833245.0
French South Antarctic Territory,Grapes,Vegetable Products,801098.0000000001
French South Antarctic Territory,Delivery Trucks,Transportation,718303.0
Gabon,Poultry Meat,Animal Products,75499004.0
Gabon,Packaged Medicaments,Chemical Products,59781298.0
Gabon,Delivery Trucks,Transportation,54019916.0
Gabon,Cars,Transportation,43298588.0
Gabon,Refined Petroleum,Mineral Products,42254070.0
Gambia,Refined Petroleum,Mineral Products,271480576.61033493
Gambia,Light Pure Woven Cotton,Textiles,186271405.92374194
Gambia,Rice,Vegetable Products,77003646.07262354
Gambia,Palm Oil,Animal and Vegetable Bi-Products,55958543.76926828
Gambia,Raw Sugar,Foodstuffs,54917999.10055385
Georgia,Refined Petroleum,Mineral Products,868575987.5803224
Georgia,Cars,Transportation,501646986.0248756
Georgia,Packaged Medicaments,Chemical Products,334298677.0529794
Georgia,Petroleum Gas,Mineral Products,284539967.58206
Georgia,Rolled Tobacco,Foodstuffs,208071324.4844418
Germany,Cars,Transportation,68696194789.20646
Germany,Vehicle Parts,Transportation,44127414256.60344
Germany,Crude Petroleum,Mineral Products,32439846548.212128
Germany,Packaged Medicaments,Chemical Products,27593461918.378292
Germany,Refined Petroleum,Mineral Products,24367857129.13925
Ghana,Refined Petroleum,Mineral Products,738185379.1866566
Ghana,Cars,Transportation,465659912.6394906
Ghana,Rice,Vegetable Products,425052165.31828
Ghana,Non-fillet Frozen Fish,Animal Products,302916602.6377544
Ghana,Delivery Trucks,Transportation,273874164.7116824
Gibraltar,Refined Petroleum,Mineral Products,7298410364.0
Gibraltar,Recreational Boats,Transportation,668186459.0
Gibraltar,Cars,Transportation,254465358.0
Gibraltar,Coal Tar Oil,Mineral Products,233126039.0
Gibraltar,Petroleum Gas,Mineral Products,132140607.0
Greece,Crude Petroleum,Mineral Products,10763276732.01691
Greece,Refined Petroleum,Mineral Products,4316597839.511995
Greece,Packaged Medicaments,Chemical Products,2277929094.6259
Greece,Cars,Transportation,1580650807.271999
Greece,Passenger and Cargo Ships,Transportation,1468496612.2987642
Greenland,Refined Petroleum,Mineral Products,169403096.99248353
Greenland,Fishing Ships,Transportation,91443067.16106324
Greenland,Aircraft Parts,Transportation,19780647.283546418
Greenland,Other Furniture,Miscellaneous,13783439.359688142
Greenland,Baked Goods,Foodstuffs,12854754.505877106
Grenada,Cars,Transportation,11683138.0
Grenada,Poultry Meat,Animal Products,9695024.0
Grenada,Refined Petroleum,Mineral Products,5891278.0
Grenada,Other Furniture,Miscellaneous,5225131.0
Grenada,Other Edible Preparations,Foodstuffs,4721181.0
Guam,Refined Petroleum,Mineral Products,615474863.0
Guam,Trunks and Cases,Animal Hides,81712667.00000001
Guam,Cars,Transportation,60597106.0
Guam,"Planes, Helicopters, and/or Spacecraft",Transportation,36804279.0
Guam,Base Metal Watches,Instruments,24210646.0
Guatemala,Refined Petroleum,Mineral Products,1989429728.0
Guatemala,Cars,Transportation,386412185.0
Guatemala,Petroleum Gas,Mineral Products,256778172.0
Guatemala,Broadcasting Equipment,Machines,236905241.0
Guatemala,Packaged Medicaments,Chemical Products,235812165.0
Guinea,Rice,Vegetable Products,308223071.0
Guinea,Refined Petroleum,Mineral Products,302418786.0
Guinea,Packaged Medicaments,Chemical Products,133292433.0
Guinea,Rolled Tobacco,Foodstuffs,119063637.0
Guinea,Rubber Footwear,Footwear and Headwear,90044820.0
Guinea-Bissau,Refined Petroleum,Mineral Products,59878127.0
Guinea-Bissau,Rice,Vegetable Products,41264868.0
Guinea-Bissau,Corn,Vegetable Products,14845307.0
Guinea-Bissau,Malt Extract,Foodstuffs,13414906.0
Guinea-Bissau,Wheat Flours,Vegetable Products,8504740.0
Guyana,Special Purpose Ships,Transportation,1524389622.0
Guyana,Refined Petroleum,Mineral Products,417462889.78363466
Guyana,Excavation Machinery,Machines,119218295.13528404
Guyana,"Industrial Fatty Acids, Oils and Alcohols",Chemical Products,94514074.17011951
Guyana,"Planes, Helicopters, and/or Spacecraft",Transportation,57493695.00000001
Haiti,Refined Petroleum,Mineral Products,297187093.0
Haiti,Rice,Vegetable Products,228333413.0
Haiti,Light Rubberized Knitted Fabric,Textiles,183721777.0
Haiti,Palm Oil,Animal and Vegetable Bi-Products,101561670.0
Haiti,Poultry Meat,Animal Products,83902127.0
Honduras,Refined Petroleum,Mineral Products,1221494312.0
Honduras,Non-Retail Pure Cotton Yarn,Textiles,616766323.0
Honduras,Non-Retail Synthetic Staple Fibers Yarn,Textiles,427029649.0
Honduras,Light Rubberized Knitted Fabric,Textiles,246426193.0
Honduras,Insulated Wire,Machines,213119146.0
Hong Kong,Integrated Circuits,Machines,155907721301.10132
Hong Kong,Broadcasting Equipment,Machines,48606007765.37218
Hong Kong,Office Machine Parts,Machines,35652989242.22006
Hong Kong,Gold,Precious Metals,26130043135.832558
Hong Kong,Telephones,Machines,21549345875.811073
Hungary,Vehicle Parts,Transportation,5840164483.152205
Hungary,Cars,Transportation,4586332052.691843
Hungary,Packaged Medicaments,Chemical Products,3212477643.9515285
Hungary,Integrated Circuits,Machines,3143415557.3258553
Hungary,Crude Petroleum,Mineral Products,2966662882.97952
Iceland,Refined Petroleum,Mineral Products,837408482.853769
Iceland,Aluminium Oxide,Chemical Products,766227634.3231874
Iceland,Cars,Transportation,504843361.8137473
Iceland,Carbon-based Electronics,Machines,404966370.37763274
Iceland,"Planes, Helicopters, and/or Spacecraft",Transportation,331996838.6065394
India,Crude Petroleum,Mineral Products,101378328977.78961
India,Gold,Precious Metals,32750274002.418148
India,Coal Briquettes,Mineral Products,27156045795.37175
India,Diamonds,Precious Metals,24876826830.45074
India,Petroleum Gas,Mineral Products,16877273973.744978
Indonesia,Refined Petroleum,Mineral Products,16052688046.657381
Indonesia,Crude Petroleum,Mineral Products,8318485632.942551
Indonesia,Vehicle Parts,Transportation,3828044287.437338
Indonesia,Telephones,Machines,3330171599.256768
Indonesia,Petroleum Gas,Mineral Products,2667439548.325518
Iran,Cars,Transportation,3469656917.0
Iran,Corn,Vegetable Products,1670322952.0
Iran,Rice,Vegetable Products,1400299441.0
Iran,Vehicle Parts,Transportation,1343231882.0
Iran,Soybeans,Vegetable Products,950700923.0
Iraq,Broadcasting Equipment,Machines,3762871773.0000005
Iraq,Jewellery,Precious Metals,2276862884.0
Iraq,Cars,Transportation,1667922398.0
Iraq,Rolled Tobacco,Foodstuffs,1656388654.0000002
Iraq,Refined Petroleum,Mineral Products,1616144049.0
Ireland,"Planes, Helicopters, and/or Spacecraft",Transportation,11129033162.309435
Ireland,Unpackaged Medicaments,Chemical Products,6563210105.699176
